edge_id,tension
0,74.92341983072367
1,131.45237310749235
2,59.81896416802089
3,121.76508806702363
4,126.9813484998386
5,106.87981002072976
6,121.38717820839535
7,129.08090235855542
8,140.24893590359065
9,81.46220037050611
10,117.53190884436772
11,66.47630896430194
12,82.48879851910733
13,134.8187983603743
14,82.53703030452517
15,145.54046025595298
16,141.02753675749318
17,108.61210724749208
18,143.44886934350183
19,109.35562740788161
20,104.26383618259533
21,89.14016065354262
22,104.8213762252527
23,104.68153565290213
24,79.62937346209758
25,121.83872055950451
26,134.4387822249742
27,149.72858339601453
28,95.46314403789854
29,76.91467931258904
30,84.03405632313843
31,71.72709323373078
32,94.96756999817202
33,123.94289684372163
34,101.01382743010721
35,102.97505696223293
36,96.93243913862973
37,111.41705750623407
38,114.50809322838252
39,102.75409815084441
40,88.9848701035237
41,120.677308756483
42,56.58268863910326
43,85.33476041461533
44,78.58828817378595
45,93.51319873272921
46,88.38659135826501
47,58.78523871759638
48,103.12720770515463
49,113.07954306511927
50,75.5138880361235
51,88.81359750830653
52,115.38651055140403
53,91.85127566855674
54,96.53450909678521
55,44.52365159623362
56,101.9589668322151
57,62.83293002728668
58,130.19840959156167
59,88.37622916323132
60,87.06040880725921
61,65.46009523564831
62,79.97114557408753
63,87.33557385174706
64,37.892826851099386
65,69.3663504923277
66,65.7540535919746
67,78.52032370143277
68,63.95987566968797
69,110.0753873033088
70,75.23536774854017
71,61.683115624969126
72,66.14599344201923
73,110.59772824844725
74,101.68051447996251
75,121.74804498283937
76,90.65806408606068
77,73.75984276415952
78,86.43831608157656
79,92.86341645704144
80,97.1962661351852
81,145.59609453456184
82,130.0731403251299
83,106.77802301906317
84,120.1615238120317
85,86.1178315079514
86,75.61022895232468
87,89.39101778689583
88,144.55601513132265
89,77.28655226464411
90,131.75766471052464
91,85.34881073258798
92,80.99108631144246
93,88.02165708447811
94,82.2004709011019
95,95.81338582820896
96,66.79433410529683
97,121.37748865364604
98,123.84255620942298
99,123.65885919732364
100,113.33834946964447
101,85.39916817287276
102,70.63439899240615
103,102.42680740890985
104,95.26652238110943
105,133.4487237865809
106,90.48536333268996
107,120.57456698389174
108,71.31109288232403
109,98.08973365344121
110,85.16593715921509
111,70.67252279564667
112,75.90872745446522
113,94.26209682192781
114,84.91601168062759
115,120.98179032918796
116,125.22961034279446
117,54.09699123469543
118,82.05979259575417
119,78.61309292050211
120,62.649647768198314
121,59.48354434545299
122,110.59800481018833
123,57.70344599375117
124,104.9324231358895
125,106.4074255296474
126,126.17898862117022
127,106.28750523426372
128,93.84591307693199
129,75.08410094789231
130,86.82628943306713
131,68.58371143880045
132,105.77465013763013
133,101.97441238304457
134,100.72706348316248
135,114.73604221314066
136,83.4397260409793
137,128.7392602192777
138,88.19148151656086
139,102.82965390056602
140,62.79539622326804
141,110.58334352240806
142,93.32184794191619
143,103.22526557989909
144,114.4848075124463
145,127.33544663433261
146,72.98469089093369
147,118.50040087274034
148,68.57329746806454
149,115.10724750579175
150,84.13903925718552
151,126.49731360417427
152,137.77245446921523
153,70.14394039053046
154,137.82251505641273
155,126.06141685739429
156,109.56268303397036
157,139.14702834650362
158,71.02660166949266
159,87.21740432796761
160,128.5169225820704
161,90.77015724113927
162,150.12597169655754
163,133.8443085470468
164,127.42331712646535
165,107.64456422455564
166,42.19587776143365
167,83.22045316538704
168,148.49324762823943
169,85.04263589034234
170,72.48756445515784
171,81.81009984800531
172,83.93236343104125
173,80.75709625953998
174,100.65915396010436
175,96.62861628548643
176,103.76033097651917
177,112.22598725357469
178,89.60174023509131
179,98.14791490519933
180,120.0826964934443
181,122.2712886100149
182,109.49546810123138
183,117.3059022164258
184,73.97932400076992
185,124.43781283686066
186,95.0483169106034
187,88.60359550859184
188,91.24083115888139
189,66.3146086789377
190,92.30914472724616
191,118.60908661774782
192,106.9389607347831
193,113.03930927336734
194,95.57470098419655
195,100.20923724078061
196,65.88905573188296
197,81.8711509506717
198,83.05548950001113
199,96.9003371801074
200,132.23523148683046
201,92.7993063620552
202,112.39144448834755
203,0.0
204,0.0
205,104.40706403765236
206,129.99791785947946
207,58.106691931085265
208,69.87696221764432
209,77.57548204145947
210,75.51422110108945
211,147.4116293328185
212,53.58216126202527
213,72.03639886174035
214,108.5821863205874
215,133.5332725785703
216,82.71042620088437
217,0.0
218,0.0
